Load Config : /home/mataeoh/Work/GuineaPig/Configure/Config.ini
Saved Config : /home/mataeoh/Work/GuineaPig/Configure/Config.ini

Clock type: CPU
Ordered by: totaltime, desc

name                                  ncall  tsub      ttot      tavg      
..ks.py:647 IndexExpression.__init__  2      0.000002  0.000002  0.000001
..kages/numpy/lib/npyio.py:40 BagObj  1      0.000002  0.000002  0.000002
..calendar.py:28 IllegalWeekdayError  1      0.000002  0.000002  0.000002
..init__.py:2823 EggInfoDistribution  1      0.000002  0.000002  0.000002
..sting/utils.py:1547 WarningMessage  1      0.000002  0.000002  0.000002
..rces/__init__.py:2015 PathMetadata  1      0.000002  0.000002  0.000002
..urces/__init__.py:2040 EggMetadata  1      0.000002  0.000002  0.000002
..5/calendar.py:488 different_locale  1      0.000002  0.000002  0.000002
..5/urllib/parse.py:237 DefragResult  1      0.000002  0.000002  0.000002
..urces/__init__.py:93 PEP440Warning  1      0.000002  0.000002  0.000002
..pfile.py:459 _TemporaryFileWrapper  1      0.000002  0.000002  0.000002
..GL/converters.py:271 StringLengths  1      0.000002  0.000002  0.000002
..lib/utils.py:51 _set_function_name  2      0.000002  0.000002  0.000001
..llib/parse.py:269 ParseResultBytes  1      0.000002  0.000002  0.000002
..on3.5/argparse.py:1001 _HelpAction  1      0.000002  0.000002  0.000002
..mpiler/qtproxies.py:138 ProxyClass  1      0.000002  0.000002  0.000002
../ElementTree.py:1208 XMLPullParser  1      0.000002  0.000002  0.000002
..hon3.5/tarfile.py:712 ExFileObject  1      0.000002  0.000002  0.000002
..indenter.py:45 _IndentedCodeWriter  1      0.000002  0.000002  0.000002
..umpy/core/numeric.py:2802 errstate  1      0.000002  0.000002  0.000002
..ygame/sprite.py:586 OrderedUpdates  1      0.000002  0.000002  0.000002
...5/urllib/parse.py:250 ParseResult  1      0.000002  0.000002  0.000002
..se.py:136 _AssertRaisesBaseContext  1      0.000002  0.000002  0.000002
..3.5/logging/__init__.py:633 Filter  1      0.000002  0.000002  0.000002
.._.py:1134 ResourceManager.__init__  1      0.000002  0.000002  0.000002
..piler/qtproxies.py:209 QMetaObject  1      0.000002  0.000002  0.000002
..n3.5/argparse.py:917 _AppendAction  1      0.000002  0.000002  0.000002
...5/ctypes/__init__.py:238 c_char_p  1      0.000002  0.000002  0.000002
..onnection.py:745 ConnectionWrapper  1      0.000002  0.000002  0.000002
..4/uic/properties.py:72 needsWidget  1      0.000002  0.000002  0.000002
../numpy/ma/core.py:6251 _frommethod  1      0.000002  0.000002  0.000002
..thon3.5/queue.py:214 PriorityQueue  1      0.000002  0.000002  0.000002
../argparse.py:860 _StoreConstAction  1      0.000002  0.000002  0.000002
...5/zipfile.py:557 LZMADecompressor  1      0.000002  0.000002  0.000002
..ng/util.py:321 ForkAwareThreadLock  1      0.000002  0.000002  0.000002
...5/email/errors.py:78 HeaderDefect  1      0.000002  0.000002  0.000002
..istlib.py:587 InvalidFileException  1      0.000002  0.000002  0.000002
...5/urllib/parse.py:245 SplitResult  1      0.000002  0.000002  0.000002
..core/arrayprint.py:528 FloatFormat  1      0.000002  0.000002  0.000002
...py:860 StreamHandler.setFormatter  2      0.000002  0.000002  0.000001
..ib/function_base.py:1640 vectorize  1      0.000002  0.000002  0.000002
..ython3.5/imp.py:133 _HackedGetData  1      0.000002  0.000002  0.000002
..argparse.py:954 _AppendConstAction  1      0.000002  0.000002  0.000002
..cessing/context.py:283 ForkContext  2      0.000002  0.000002  0.000001
..unittest/suite.py:317 _DebugResult  1      0.000002  0.000002  0.000002
..t/case.py:127 _BaseTestCaseContext  1      0.000002  0.000002  0.000002
..py/lib/index_tricks.py:525 ndindex  1      0.000002  0.000002  0.000002
..subprocess.py:632 CompletedProcess  1      0.000002  0.000002  0.000002
..lementTree.py:1124 _ListDataStream  1      0.000002  0.000002  0.000002
..b/python3.5/queue.py:233 LifoQueue  1      0.000002  0.000002  0.000002
..sting/utils.py:1579 WarningManager  1      0.000002  0.000002  0.000002
..cessing/util.py:338 ForkAwareLocal  1      0.000002  0.000002  0.000002
..s/__init__.py:1114 ExtractionError  1      0.000002  0.000002  0.000002
../configparser.py:358 Interpolation  1      0.000002  0.000002  0.000002
..python3.5/zipfile.py:43 BadZipFile  1      0.000002  0.000002  0.000002
..python3.5/argparse.py:194 _Section  1      0.000002  0.000002  0.000002
..lib/_datasource.py:50 _FileOpeners  1      0.000002  0.000002  0.000002
..gging/__init__.py:1074 PlaceHolder  1      0.000002  0.000002  0.000002
..e/_internal.py:215 _missing_ctypes  1      0.000002  0.000002  0.000002
..e.py:1075 _DomainedBinaryOperation  1      0.000002  0.000002  0.000002
..ctypes/_endian.py:23 _swapped_meta  1      0.000002  0.000002  0.000002
..s.py:87 HeaderMissingRequiredValue  1      0.000002  0.000002  0.000002
..lib/python3.5/enum.py:40 _EnumDict  1      0.000002  0.000002  0.000002
../numpy/ma/core.py:7696 _convert2ma  1      0.000002  0.000002  0.000002
..iler/qtproxies.py:241 QApplication  1      0.000002  0.000002  0.000002
../__init__.py:199 SetuptoolsVersion  1      0.000002  0.000002  0.000002
../argparse.py:900 _StoreFalseAction  1      0.000002  0.000002  0.000002
..codings/unicode_escape.py:13 Codec  1      0.000002  0.000002  0.000002
..errors.py:101 ObsoleteHeaderDefect  1      0.000002  0.000002  0.000002
..hon3.5/tarfile.py:270 ExtractError  1      0.000002  0.000002  0.000002
..y:2311 _MaskedPrintOption.__init__  1      0.000002  0.000002  0.000002
..:655 ArgumentDefaultsHelpFormatter  1      0.000002  0.000002  0.000002
../Compiler/qtproxies.py:271 QWidget  1      0.000002  0.000002  0.000002
..3.5/email/errors.py:8 MessageError  1      0.000002  0.000002  0.000002
..irstHeaderLineIsContinuationDefect  1      0.000002  0.000002  0.000002
..5/argparse.py:883 _StoreTrueAction  1      0.000002  0.000002  0.000002
..5/email/errors.py:20 BoundaryError  1      0.000002  0.000002  0.000002
...py:44 StartBoundaryNotFoundDefect  1      0.000002  0.000002  0.000002
..ogging/__init__.py:1542 RootLogger  1      0.000002  0.000002  0.000002
..re/arrayprint.py:634 IntegerFormat  1      0.000002  0.000002  0.000002
../arrayprint.py:654 LongFloatFormat  1      0.000002  0.000002  0.000002
..Configure.py:67 Config.getFilename  1      0.000002  0.000002  0.000002
..y:138 TextCalendar.setfirstweekday  1      0.000002  0.000002  0.000002
...py:41 NoBoundaryInMultipartDefect  1      0.000002  0.000002  0.000002
..py:330 IncrementalDecoder.getstate  1      0.000002  0.000002  0.000002
..e/arrayprint.py:711 DatetimeFormat  1      0.000002  0.000002  0.000002
..mail/errors.py:16 HeaderParseError  1      0.000002  0.000002  0.000002
...5/email/errors.py:28 CharsetError  1      0.000002  0.000002  0.000002
..Compiler/qtproxies.py:333 QToolBox  1      0.000002  0.000002  0.000002
..lib/python3.5/numbers.py:12 Number  1      0.000002  0.000002  0.000002
..s.py:70 InvalidBase64PaddingDefect  1      0.000002  0.000002  0.000002
..a/extras.py:1347 MAxisConcatenator  1      0.000002  0.000002  0.000002
..ors.py:24 MultipartConversionError  1      0.000002  0.000002  0.000002
...py:47 CloseBoundaryNotFoundDefect  1      0.000002  0.000002  0.000002
..n3.5/ctypes/__init__.py:228 c_byte  1      0.000002  0.000002  0.000002
..mpiler/qtproxies.py:369 QTableView  1      0.000002  0.000002  0.000002
...5/string.py:51 _TemplateMetaclass  1      0.000002  0.000002  0.000002
.. MultipartInvariantViolationDefect  1      0.000002  0.000002  0.000002
..6 MissingHeaderBodySeparatorDefect  1      0.000002  0.000002  0.000002
..qtproxies.py:170 LiteralProxyClass  1      0.000002  0.000002  0.000002
..thon3.5/tarfile.py:282 HeaderError  1      0.000002  0.000002  0.000002
..rrors.py:67 UndecodableBytesDefect  1      0.000002  0.000002  0.000002
..thon3.5/shutil.py:52 SameFileError  1      0.000002  0.000002  0.000002
..umpy/ma/core.py:812 _DomainGreater  1      0.000002  0.000002  0.000002
..gparse.py:644 RawTextHelpFormatter  1      0.000002  0.000002  0.000002
..implementation.py:4 Implementation  1      0.000002  0.000002  0.000002
..processing/synchronize.py:160 Lock  1      0.000002  0.000002  0.000002
..r/qtproxies.py:399 QTreeWidgetItem  1      0.000002  0.000002  0.000002
..y:73 InvalidBase64CharactersDefect  1      0.000002  0.000002  0.000002
..y/ma/core.py:792 _DomainSafeDivide  1      0.000002  0.000002  0.000002
..ipartContentTransferEncodingDefect  1      0.000002  0.000002  0.000002
..y:53 MisplacedEnvelopeHeaderDefect  1      0.000002  0.000002  0.000002
..iprocessing/context.py:208 Process  1      0.000002  0.000002  0.000002
..l/errors.py:84 InvalidHeaderDefect  1      0.000002  0.000002  0.000002
..python3.5/tarfile.py:273 ReadError  1      0.000002  0.000002  0.000002
..rrayprint.py:684 LongComplexFormat  1      0.000002  0.000002  0.000002
..prite.py:1392 collide_circle_ratio  1      0.000002  0.000002  0.000002
...5/tarfile.py:285 EmptyHeaderError  1      0.000002  0.000002  0.000002
..ma/core.py:827 _DomainGreaterEqual  1      0.000002  0.000002  0.000002
..re/arrayprint.py:695 ComplexFormat  1      0.000002  0.000002  0.000002
../arrayprint.py:739 TimedeltaFormat  1      0.000002  0.000002  0.000002
..mpiler/qtproxies.py:81 i18n_string  1      0.000002  0.000002  0.000002
..g/Render/Camera.py:9 CameraManager  1      0.000002  0.000002  0.000002
..kages/PIL/Image.py:1928 _ImageCrop  1      0.000002  0.000002  0.000002
..ors.py:104 NonASCIILocalPartDefect  1      0.000002  0.000002  0.000002
../sprite.py:1302 collide_rect_ratio  1      0.000002  0.000002  0.000002
..ext.py:217 DefaultContext.__init__  1      0.000002  0.000002  0.000002
../python3.5/tarfile.py:267 TarError  1      0.000002  0.000002  0.000002
..ser.py:282 InterpolationDepthError  1      0.000002  0.000002  0.000002
..on.py:134 Connection._check_closed  1      0.000002  0.000002  0.000002
..entTree.py:1277 _IterParseIterator  1      0.000002  0.000002  0.000002
..es.py:494 CompressedImageConverter  1      0.000002  0.000002  0.000002
..c/Compiler/qtproxies.py:252 QBrush  1      0.000002  0.000002  0.000002
...5/tarfile.py:276 CompressionError  1      0.000002  0.000002  0.000002
..arfile.py:288 TruncatedHeaderError  1      0.000002  0.000002  0.000002
..kages/OpenGL/error.py:155 GLUError  1      0.000002  0.000002  0.000002
../tarfile.py:294 InvalidHeaderError  1      0.000002  0.000002  0.000002
..ma/core.py:783 _DomainTan.__init__  1      0.000002  0.000002  0.000002
..s/numpy/ma/extras.py:1413 mr_class  1      0.000002  0.000002  0.000002
../python3.5/imp.py:114 NullImporter  1      0.000002  0.000002  0.000002
..thon3.5/tarfile.py:279 StreamError  1      0.000002  0.000002  0.000002
..3.5/ctypes/__init__.py:259 c_wchar  1      0.000002  0.000002  0.000002
..b/python3.5/shutil.py:59 ExecError  1      0.000002  0.000002  0.000002
..r.py:338 MissingSectionHeaderError  1      0.000002  0.000002  0.000002
..n3.5/ctypes/__init__.py:233 c_char  1      0.000002  0.000002  0.000002
..w/GLU/__init__.py:38 GLUtesselator  1      0.000001  0.000001  0.000001
../core/numeric.py:2798 _unspecified  1      0.000001  0.000001  0.000001
..sing/connection.py:767 XmlListener  1      0.000001  0.000001  0.000001
..n3.5/ctypes/__init__.py:249 c_bool  1      0.000001  0.000001  0.000001
..3.5/ctypes/__init__.py:221 c_ubyte  1      0.000001  0.000001  0.000001
..pygame/sprite.py:557 RenderUpdates  1      0.000001  0.000001  0.000001
..ma/core.py:6184 _minimum_operation  1      0.000001  0.000001  0.000001
..ackages/pygame/sprite.py:531 Group  1      0.000001  0.000001  0.000001
..Compiler/qtproxies.py:253 QPainter  1      0.000001  0.000001  0.000001
...5/ctypes/__init__.py:244 c_void_p  1      0.000001  0.000001  0.000001
../configparser.py:241 NoOptionError  1      0.000001  0.000001  0.000001
..ender/Renderer.py:32 Console.close  1      0.000001  0.000001  0.000001
../_iotools.py:460 ConversionWarning  1      0.000001  0.000001  0.000001
..n3.5/tarfile.py:291 EOFHeaderError  1      0.000001  0.000001  0.000001
..62 InterpolationMissingOptionError  1      0.000001  0.000001  0.000001
../argparse.py:725 ArgumentTypeError  1      0.000001  0.000001  0.000001
..rfile.py:297 SubsequentHeaderError  1      0.000001  0.000001  0.000001
..igparser.py:252 InterpolationError  1      0.000001  0.000001  0.000001
..t__.py:1745 EmptyProvider.__init__  1      0.000001  0.000001  0.000001
..implementation.py:7 Implementation  1      0.000001  0.000001  0.000001
..ndex_tricks.py:603 IndexExpression  1      0.000001  0.000001  0.000001
..nGL/raw/GL/_types.py:154 _cl_event  1      0.000001  0.000001  0.000001
..ma/core.py:6198 _maximum_operation  1      0.000001  0.000001  0.000001
...py:142 Connection._check_writable  1      0.000001  0.000001  0.000001
..enGL/constant.py:63 StringConstant  1      0.000001  0.000001  0.000001
..Compiler/qtproxies.py:357 QMdiArea  1      0.000001  0.000001  0.000001
../qtproxies.py:290 QPageSetupDialog  1      0.000001  0.000001  0.000001
..piler/qtproxies.py:256 QSpacerItem  1      0.000001  0.000001  0.000001
..ges/PIL/_util.py:22 deferred_error  1      0.000001  0.000001  0.000001
..ckages/OpenGL/_opaque.py:5 _Opaque  1      0.000001  0.000001  0.000001
..ges/numpy/ma/core.py:130 MaskError  1      0.000001  0.000001  0.000001
..n3.5/shutil.py:55 SpecialFileError  1      0.000001  0.000001  0.000001
..m/baseplatform.py:10 lazy_property  1      0.000001  0.000001  0.000001
..piler/qtproxies.py:257 QSizePolicy  1      0.000001  0.000001  0.000001
..rt_tools.py:341 PackageLoaderDebug  1      0.000001  0.000001  0.000001
..de_escape.py:20 IncrementalEncoder  1      0.000001  0.000001  0.000001
..exceptions.py:41 NoSuchWidgetError  1      0.000001  0.000001  0.000001
.._iotools.py:452 ConverterLockError  1      0.000001  0.000001  0.000001
..ultiprocessing/reduction.py:203 _C  1      0.000001  0.000001  0.000001
..piler/qtproxies.py:359 QScrollArea  1      0.000001  0.000001  0.000001
..OpenGL/converters.py:71 CConverter  1      0.000001  0.000001  0.000001
..r/qtproxies.py:251 QRadialGradient  1      0.000001  0.000001  0.000001
../qtproxies.py:249 QConicalGradient  1      0.000001  0.000001  0.000001
..hon/lib/python3.5/queue.py:17 Full  1      0.000001  0.000001  0.000001
..penGL/converters.py:51 PyConverter  1      0.000001  0.000001  0.000001
..r/qtproxies.py:250 QLinearGradient  1      0.000001  0.000001  0.000001
..ompiler/qtproxies.py:324 QDateEdit  1      0.000001  0.000001  0.000001
..ompiler/qtproxies.py:316 QComboBox  1      0.000001  0.000001  0.000001
..L/raw/GL/_types.py:152 _cl_context  1      0.000001  0.000001  0.000001
...py:411 _DeprecatedFunctionPointer  1      0.000001  0.000001  0.000001
..ompiler/qtproxies.py:361 QTextEdit  1      0.000001  0.000001  0.000001
..n/lib/python3.5/shutil.py:49 Error  1      0.000001  0.000001  0.000001
..Compiler/qtproxies.py:254 QPalette  1      0.000001  0.000001  0.000001
..iler/qtproxies.py:263 QButtonGroup  1      0.000001  0.000001  0.000001
..roxies.py:284 QAbstractPrintDialog  1      0.000001  0.000001  0.000001
..ompiler/qtproxies.py:417 QCheckBox  1      0.000001  0.000001  0.000001
..GL/logs.py:62 _ErrorLoggedFunction  1      0.000001  0.000001  0.000001
..iler/qtproxies.py:362 QTextBrowser  1      0.000001  0.000001  0.000001
..rocess.py:282 AuthenticationString  1      0.000001  0.000001  0.000001
..piler/qtproxies.py:268 QVBoxLayout  1      0.000001  0.000001  0.000001
..lib/_iotools.py:444 ConverterError  1      0.000001  0.000001  0.000001
.. GLXPlatform.CurrentContextIsValid  1      0.000001  0.000001  0.000001
..er/qtproxies.py:185 ProxyNamespace  1      0.000001  0.000001  0.000001
..er/qtproxies.py:320 QDoubleSpinBox  1      0.000001  0.000001  0.000001
..piler/qtproxies.py:267 QHBoxLayout  1      0.000001  0.000001  0.000001
..qtproxies.py:364 QAbstractItemView  1      0.000001  0.000001  0.000001
..nomial/polyutils.py:58 RankWarning  1      0.000001  0.000001  0.000001
..4/uic/Compiler/qtproxies.py:203 Qt  1      0.000001  0.000001  0.000001
..kages/numpy/ma/core.py:122 MAError  1      0.000001  0.000001  0.000001
..er.py:274 InterpolationSyntaxError  1      0.000001  0.000001  0.000001
..b/python3.5/shutil.py:62 ReadError  1      0.000001  0.000001  0.000001
..on/lib/python3.5/queue.py:13 Empty  1      0.000001  0.000001  0.000001
..ler/qtproxies.py:323 QDateTimeEdit  1      0.000001  0.000001  0.000001
../Compiler/qtproxies.py:296 QSlider  1      0.000001  0.000001  0.000001
..er/qtproxies.py:358 QPlainTextEdit  1      0.000001  0.000001  0.000001
..r/qtproxies.py:383 QListWidgetItem  1      0.000001  0.000001  0.000001
..IL/Image.py:1964 ImagePointHandler  1      0.000001  0.000001  0.000001
..exceptions.py:48 WidgetPluginError  1      0.000001  0.000001  0.000001
..ons.py:45 UnsupportedPropertyError  1      0.000001  0.000001  0.000001
..ic/Compiler/qtproxies.py:255 QFont  1      0.000001  0.000001  0.000001
..mage.py:1969 ImageTransformHandler  1      0.000001  0.000001  0.000001
..piler/qtproxies.py:289 QMessageBox  1      0.000001  0.000001  0.000001
../Compiler/qtproxies.py:291 QWizard  1      0.000001  0.000001  0.000001
..er/qtproxies.py:331 QStackedWidget  1      0.000001  0.000001  0.000001
..iler/qtproxies.py:285 QColorDialog  1      0.000001  0.000001  0.000001
..mpiler/qtproxies.py:295 QScrollBar  1      0.000001  0.000001  0.000001
..c/Compiler/qtproxies.py:327 QFrame  1      0.000001  0.000001  0.000001
..ic/Compiler/qtproxies.py:294 QDial  1      0.000001  0.000001  0.000001
..ler/qtproxies.py:317 QFontComboBox  1      0.000001  0.000001  0.000001
..r/qtproxies.py:293 QAbstractSlider  1      0.000001  0.000001  0.000001
..Compiler/qtproxies.py:321 QSpinBox  1      0.000001  0.000001  0.000001
../Compiler/qtproxies.py:264 QLayout  1      0.000001  0.000001  0.000001
..olynomial/polyutils.py:79 PolyBase  1      0.000001  0.000001  0.000001
../qtproxies.py:319 QAbstractSpinBox  1      0.000001  0.000001  0.000001
..piler/qtproxies.py:366 QHeaderView  1      0.000001  0.000001  0.000001
..tproxies.py:422 QCommandLinkButton  1      0.000001  0.000001  0.000001
..py/compat/_inspect.py:145 <lambda>  1      0.000001  0.000001  0.000001
../Compiler/qtproxies.py:283 QDialog  1      0.000001  0.000001  0.000001
..piler/qtproxies.py:287 QFontDialog  1      0.000001  0.000001  0.000001
..mp.py:161 _LoadSourceCompatibility  1      0.000001  0.000001  0.000001
..mpiler/qtproxies.py:266 QBoxLayout  1      0.000001  0.000001  0.000001
../OpenGL/constant.py:53 IntConstant  1      0.000001  0.000001  0.000001
..ssing/context.py:16 BufferTooShort  1      0.000001  0.000001  0.000001
..al/polyutils.py:66 PolyDomainError  1      0.000001  0.000001  0.000001
..iler/qtproxies.py:418 QRadioButton  1      0.000001  0.000001  0.000001
..piler/qtproxies.py:286 QFileDialog  1      0.000001  0.000001  0.000001
../raw/GL/ARB/__init__.py:1 <module>  1      0.000001  0.000001  0.000001
..piler/qtproxies.py:421 QPushButton  1      0.000001  0.000001  0.000001
...py:180 _LoadCompiledCompatibility  1      0.000001  0.000001  0.000001
.. MaskedConstant.__array_finalize__  1      0.000001  0.000001  0.000001
..lynomial/polyutils.py:62 PolyError  1      0.000001  0.000001  0.000001
../unicode_escape.py:31 StreamReader  1      0.000001  0.000001  0.000001
..ic/Compiler/__init__.py:1 <module>  1      0.000001  0.000001  0.000001
..enGL/lazywrapper.py:5 _LazyWrapper  1      0.000001  0.000001  0.000001
..essing/context.py:287 SpawnContext  1      0.000001  0.000001  0.000001
..ting/utils.py:1771 IgnoreException  1      0.000001  0.000001  0.000001
../unicode_escape.py:28 StreamWriter  1      0.000001  0.000001  0.000001
..kages/PyQt4/__init__.py:1 <module>  1      0.000001  0.000001  0.000001
..hon3.5/threading.py:851 Thread.run  1      0.000000  0.000000  0.000000
..ultiprocessing/queues.py:210 _feed  1      0.000000  0.000000  0.000000

name           id     tid              ttot      scnt        
Thread         1      139800290830080  8.179069  3         
_MainThread    0      139800440813376  8.121111  4         
