Load Config : /home/mataeoh/Work/GuineaPig/Configure/Config.ini
Saved Config : /home/mataeoh/Work/GuineaPig/Configure/Config.ini

Clock type: CPU
Ordered by: totaltime, desc

name                                  ncall  tsub      ttot      tavg      
..init__.py:1239 RootLogger.__init__  20     0.000147  0.000240  0.000012
..OpenGL/GLU/glunurbs.py:30 GLUnurbs  1      0.000058  0.000240  0.000240
..GL/ARB/invalidate_subdata.py:12 _f  6      0.000015  0.000239  0.000040
..ctypes/__init__.py:142 _check_size  14     0.000110  0.000238  0.000017
..thon3.5/shutil.py:65 RegistryError  1      0.000238  0.000238  0.000238
..python3.5/datetime.py:1318 __new__  43     0.000097  0.000238  0.000006
..nGL/raw/GL/VERSION/GL_2_1.py:12 _f  6      0.000015  0.000237  0.000039
..hon/lib/python3.5/enum.py:447 Enum  1      0.000056  0.000236  0.000236
..ARB/vertex_attrib_binding.py:12 _f  6      0.000015  0.000236  0.000039
..s_abc.py:599 _Environ.__contains__  16     0.000068  0.000235  0.000015
..game/_numpysndarray.py:34 <module>  3      0.000011  0.000232  0.000077
..init__.py:321 LogRecord.getMessage  112    0.000230  0.000230  0.000002
..umpy/compat/_inspect.py:67 getargs  31     0.000160  0.000225  0.000007
..datetime.py:264 _check_date_fields  46     0.000120  0.000223  0.000005
..5/subprocess.py:985 Popen.__exit__  2      0.000036  0.000219  0.000110
..lections/__init__.py:403 <genexpr>  53     0.000132  0.000219  0.000004
..b/python3.5/enum.py:400 _find_new_  8      0.000100  0.000219  0.000027
..cessing/context.py:13 ProcessError  7      0.000074  0.000215  0.000031
..ters.py:292 StringLengths.__call__  6      0.000144  0.000215  0.000036
..n3.5/threading.py:826 Thread.start  1      0.000021  0.000214  0.000214
..ib/python3.5/posixpath.py:61 isabs  25     0.000095  0.000213  0.000009
..penGL/plugins.py:42 PlatformPlugin  194    0.000213  0.000213  0.000001
..on3.5/unittest/suite.py:1 <module>  1      0.000027  0.000212  0.000212
..ma/core.py:7714 _convert2ma.getdoc  8      0.000029  0.000207  0.000026
..ib/python3.5/enum.py:16 _is_dunder  102    0.000184  0.000203  0.000002
..5/sre_parse.py:70 Pattern.__init__  76     0.000201  0.000201  0.000003
..y/core/defchararray.py:17 <module>  1      0.000063  0.000201  0.000201
..B/program_interface_query.py:12 _f  6      0.000013  0.000200  0.000033
../GL/ARB/ES2_compatibility.py:12 _f  5      0.000013  0.000198  0.000040
..on3.5/ctypes/__init__.py:370 PyDLL  2      0.000138  0.000198  0.000099
..55 WeakValueDictionary.__setitem__  8      0.000053  0.000198  0.000025
../Utilities/Singleton.py:2 <module>  8      0.000021  0.000197  0.000025
..sre_compile.py:379 _bytes_to_codes  10     0.000109  0.000194  0.000019
..ultiprocessing/util.py:10 <module>  1      0.000051  0.000192  0.000192
..GL/ARB/base_instance.py:1 <module>  1      0.000047  0.000192  0.000192
../lib/python3.5/queue.py:1 <module>  1      0.000025  0.000189  0.000189
..urces/__init__.py:3130 _initialize  1      0.000086  0.000184  0.000184
..on/lib/python3.5/uu.py:31 <module>  2      0.000147  0.000181  0.000091
..38 _MaskedBinaryOperation.__init__  18     0.000108  0.000181  0.000010
..types/__init__.py:99 CFunctionType  104    0.000179  0.000179  0.000002
..or/six.py:164 _SixMetaPathImporter  127    0.000179  0.000179  0.000001
..email/feedparser.py:136 FeedParser  127    0.000179  0.000179  0.000001
..GL/raw/GL/_types.py:35 _defineType  19     0.000087  0.000179  0.000009
..iler/qtproxies.py:262 QActionGroup  2      0.000026  0.000179  0.000089
..nit__.py:2043 EggMetadata.__init__  4      0.000027  0.000177  0.000044
..hon/lib/python3.5/os.py:754 encode  36     0.000112  0.000175  0.000005
../clear_buffer_object.py:1 <module>  1      0.000050  0.000174  0.000174
../OpenGL/arrays/lists.py:8 <module>  1      0.000049  0.000174  0.000174
..it__.py:2035 PathMetadata.__init__  104    0.000173  0.000173  0.000002
.._init__.py:726 WorkingSet.__iter__  89     0.000171  0.000171  0.000002
..ython3.5/datetime.py:1814 timezone  4      0.000042  0.000170  0.000043
..datetime.py:277 _check_time_fields  20     0.000071  0.000170  0.000008
.._storage_multisample.py:1 <module>  1      0.000049  0.000169  0.000169
../__init__.py:42 normalize_encoding  2      0.000097  0.000166  0.000083
..polynomial/_polybase.py:8 <module>  1      0.000028  0.000164  0.000164
..ARB/enhanced_layouts.py:1 <module>  1      0.000044  0.000161  0.000161
..aPig/Render/Material.py:1 <module>  2      0.000038  0.000159  0.000079
..:391 BasicInterpolation.before_get  7      0.000022  0.000158  0.000023
..on3.5/os.py:1007 _wrap_close.close  1      0.000019  0.000157  0.000157
..on3.5/ctypes/_endian.py:1 <module>  1      0.000041  0.000156  0.000156
..y:112 GLXPlatform.wrapContextCheck  151    0.000156  0.000156  0.000001
..tiprocessing/reduction.py:47 dumps  2      0.000050  0.000155  0.000078
..r.py:1233 SectionProxy.__setitem__  2      0.000037  0.000153  0.000076
..merictypes.py:451 _set_array_types  1      0.000051  0.000152  0.000152
../numpy/ma/core.py:2659 MaskedArray  1      0.000085  0.000152  0.000152
../qtproxies.py:390 QTableWidgetItem  2      0.000029  0.000151  0.000076
..igparser.py:901 ConfigParser.write  1      0.000038  0.000149  0.000149
..ources/__init__.py:974 Environment  1      0.000013  0.000149  0.000149
..hon3.5/pkgutil.py:397 get_importer  26     0.000065  0.000149  0.000006
..polynomial/laguerre.py:59 <module>  1      0.000034  0.000149  0.000149
../multi_draw_indirect.py:1 <module>  1      0.000042  0.000148  0.000148
..ollections_abc.py:592 _Environ.get  12     0.000045  0.000147  0.000012
..dings/unicode_escape.py:8 <module>  1      0.000013  0.000147  0.000147
..ile.py:391 _generate_overlap_table  10     0.000132  0.000146  0.000015
..thon3.5/zipfile.py:234 _EndRecData  2      0.000055  0.000146  0.000073
..penGL/GLU/projection.py:1 <module>  1      0.000026  0.000144  0.000144
..olynomial/polyutils.py:45 <module>  1      0.000016  0.000143  0.000143
../numpy/core/_methods.py:5 <module>  1      0.000038  0.000143  0.000143
..urces/__init__.py:1688 EggProvider  4      0.000078  0.000142  0.000035
..hon3.5/threading.py:531 Event.wait  1      0.000019  0.000142  0.000142
..kages/OpenGL/_opaque.py:1 <module>  1      0.000014  0.000141  0.000141
..OpenGL/GL/images.py:524 <listcomp>  62     0.000141  0.000141  0.000002
..packages/OpenGL/logs.py:6 <module>  1      0.000019  0.000141  0.000141
../polynomial/hermite.py:59 <module>  1      0.000034  0.000141  0.000141
..nGL/raw/GL/VERSION/GL_1_2.py:12 _f  4      0.000010  0.000140  0.000035
..ckages/OpenGL/logs.py:75 logOnFail  151    0.000140  0.000140  0.000001
../matrixlib/defmatrix.py:1 <module>  1      0.000028  0.000140  0.000140
..5/unittest/result.py:24 TestResult  1      0.000015  0.000139  0.000139
..c/Compiler/qtproxies.py:202 QtCore  2      0.000007  0.000139  0.000069
..rrays/ctypespointers.py:2 <module>  1      0.000038  0.000139  0.000139
..essing/process.py:115 Process.join  1      0.000024  0.000138  0.000138
..olynomial/chebyshev.py:87 <module>  1      0.000036  0.000138  0.000138
..thon3.5/os.py:40 _get_exports_list  1      0.000014  0.000137  0.000137
..form/ctypesloader.py:10 <listcomp>  2      0.000136  0.000137  0.000068
..it__.py:250 get_supported_platform  1      0.000008  0.000136  0.000136
..olynomial/hermite_e.py:59 <module>  1      0.000033  0.000135  0.000135
..polynomial/legendre.py:83 <module>  1      0.000033  0.000135  0.000135
..t__.py:761 _StderrHandler.__init__  3      0.000043  0.000133  0.000044
..sicInterpolation._interpolate_some  7      0.000035  0.000132  0.000019
..threading.py:1074 _MainThread.name  112    0.000131  0.000131  0.000001
../python3.5/imp.py:105 get_suffixes  13     0.000083  0.000128  0.000010
..iprocessing/connection.py:501 Pipe  3      0.000037  0.000128  0.000043
..t4/uic/properties.py:77 Properties  1      0.000125  0.000127  0.000127
..ays/numpymodule.py:202 lookupDtype  18     0.000065  0.000127  0.000007
..py:259 IncrementalDecoder.__init__  80     0.000127  0.000127  0.000002
..umpy/compat/_inspect.py:133 strseq  75     0.000127  0.000127  0.000002
..mpy/lib/_datasource.py:35 <module>  1      0.000020  0.000126  0.000126
..3.5/unittest/result.py:12 failfast  3      0.000018  0.000124  0.000041
..__init__.py:447 get_build_platform  1      0.000024  0.000124  0.000124
../ARB/fragment_shader.py:1 <module>  1      0.000042  0.000124  0.000124
..nit__.py:956 WorkingSet._added_new  88     0.000123  0.000123  0.000001
..es/numpy/core/memmap.py:1 <module>  1      0.000026  0.000122  0.000122
..s/numpy/lib/scimath.py:17 <module>  2      0.000074  0.000122  0.000061
..ib/python3.5/pprint.py:35 <module>  1      0.000032  0.000122  0.000122
..sing/util.py:150 Finalize.__init__  2      0.000102  0.000118  0.000059
..5/weakref.py:310 KeyedRef.__init__  8      0.000118  0.000118  0.000015
../ctypes/__init__.py:475 PYFUNCTYPE  3      0.000009  0.000118  0.000039
..GL/ARB/get_program_binary.py:12 _f  3      0.000008  0.000118  0.000039
..process.py:1370 Popen._get_handles  3      0.000044  0.000117  0.000039
..python3.5/enum.py:355 _get_mixins_  8      0.000075  0.000116  0.000014
..ib/python3.5/enum.py:24 _is_sunder  95     0.000115  0.000115  0.000001
../numpy/_import_tools.py:1 <module>  1      0.000027  0.000113  0.000113
..sing/process.py:35 current_process  118    0.000113  0.000113  0.000001
..n3.5/unittest/case.py:336 TestCase  1      0.000052  0.000112  0.000112
../datetime.py:292 _check_tzinfo_arg  29     0.000110  0.000111  0.000004
...5/threading.py:261 Condition.wait  2/1    0.000033  0.000111  0.000056
..kages/OpenGL/plugins.py:1 <module>  2      0.000009  0.000108  0.000054
..s.py:301 StringLengths.stringArray  6      0.000042  0.000108  0.000018
..it__.py:1998 FileMetadata.__init__  72     0.000107  0.000107  0.000001
..r/packaging/_compat.py:14 <module>  2      0.000035  0.000107  0.000053
..g/process.py:137 _MainProcess.name  112    0.000107  0.000107  0.000001
..>:889 ExtensionFileLoader.__init__  61     0.000106  0.000106  0.000002
...py:249 GLXPlatform.checkExtension  1      0.000020  0.000105  0.000105
..ynchronize.py:143 BoundedSemaphore  2      0.000036  0.000105  0.000053
..n/lib/python3.5/os.py:809 fsencode  13     0.000067  0.000104  0.000008
..subprocess.py:1598 Popen._try_wait  3      0.000024  0.000104  0.000035
..py:918 ConfigParser._write_section  2      0.000065  0.000104  0.000052
..aw/GL/ARB/copy_image.py:1 <module>  1      0.000042  0.000103  0.000103
../raw/GL/ARB/base_instance.py:12 _f  3      0.000007  0.000103  0.000034
..3.5/email/parser.py:80 BytesParser  19     0.000073  0.000103  0.000005
../numpy/core/getlimits.py:195 iinfo  1      0.000102  0.000102  0.000102
..or/packaging/_compat.py:38 __new__  1      0.000006  0.000102  0.000102
..y/testing/nosetester.py:6 <module>  1      0.000024  0.000102  0.000102
..on3.5/argparse.py:980 _CountAction  2      0.000101  0.000101  0.000051
..umerictypes.py:443 _add_array_type  30     0.000089  0.000101  0.000003
..esources/__init__.py:3050 _get_mro  28     0.000074  0.000100  0.000004
..types/__init__.py:200 c_longdouble  2      0.000068  0.000099  0.000049
..5/site-packages/cffi/api.py:30 FFI  1      0.000098  0.000098  0.000098
../context.py:58 DefaultContext.Pipe  1      0.000008  0.000098  0.000098
..aging/_compat.py:30 with_metaclass  1      0.000007  0.000098  0.000098
..figparser.py:1186 ConfigParser.set  2      0.000016  0.000097  0.000049
..5/threading.py:755 Thread.__init__  1      0.000050  0.000097  0.000097
..py/compat/_inspect.py:146 <lambda>  44     0.000066  0.000097  0.000002
..Object/ObjectManager.py:1 <module>  2      0.000030  0.000096  0.000048
..ib/python3.5/datetime.py:1004 time  1      0.000095  0.000095  0.000095
..packaging/version.py:258 <genexpr>  66     0.000095  0.000095  0.000001
../python3.5/abc.py:9 abstractmethod  69     0.000095  0.000095  0.000001
..GL/raw/GL/_lookupint.py:1 <module>  3      0.000024  0.000094  0.000031
..thon3.5/zipfile.py:653 _SharedFile  2      0.000092  0.000094  0.000047
..ender/Camera.py:34 Camera.__init__  1      0.000043  0.000094  0.000094
..n3.5/sysconfig.py:585 get_platform  1      0.000038  0.000093  0.000093
.. TypedImageInputConverter.__init__  49     0.000092  0.000092  0.000002
..yQt4/uic/exceptions.py:41 <module>  1      0.000006  0.000092  0.000092
..MaterialManager.getDefaultMaterial  100    0.000091  0.000091  0.000001
..ramebuffer_no_attachments.py:12 _f  2      0.000006  0.000090  0.000045
..it__.py:946 StreamHandler.__init__  2      0.000011  0.000090  0.000045
..rser.py:1216 SectionProxy.__init__  3      0.000056  0.000089  0.000030
..r/Shader.py:83 ShaderManager.close  1      0.000009  0.000089  0.000089
..es/numpy/compat/py3k.py:28 asbytes  14     0.000054  0.000087  0.000006
..nGL/logs.py:43 _FullLoggedFunction  38     0.000052  0.000087  0.000002
..L/ARB/clear_buffer_object.py:12 _f  2      0.000006  0.000087  0.000043
..y/compat/_inspect.py:28 isfunction  40     0.000061  0.000085  0.000002
..ugins.py:6 PlatformPlugin.__init__  18     0.000057  0.000084  0.000005
..xture_storage_multisample.py:12 _f  2      0.000006  0.000083  0.000042
..s/numpy/lib/_version.py:7 <module>  1      0.000013  0.000083  0.000083
..n3.5/_weakrefset.py:81 WeakSet.add  19     0.000064  0.000083  0.000004
..B/shader_image_load_store.py:12 _f  2      0.000005  0.000082  0.000041
..set.py:26 _IterationGuard.__exit__  11     0.000055  0.000082  0.000007
..ineaPig/Render/Camera.py:33 Camera  3      0.000073  0.000081  0.000027
..nalg.py:76 _determine_error_states  1      0.000028  0.000080  0.000080
../raw/GLU/__init__.py:32 GLUquadric  2      0.000009  0.000079  0.000040
..yQt4/uic/icon_cache.py:23 <module>  2      0.000010  0.000077  0.000039
..s.py:1548 Popen._handle_exitstatus  3      0.000046  0.000076  0.000025
.._bootstrap>:737 type.create_module  3      0.000015  0.000076  0.000025
..penGL/constant.py:60 FloatConstant  3      0.000026  0.000074  0.000025
..hon/lib/python3.5/re.py:240 escape  8      0.000059  0.000074  0.000009
..python3.5/datetime.py:1029 __new__  3      0.000032  0.000073  0.000024
..cessing/context.py:262 ForkProcess  2      0.000038  0.000071  0.000036
..ction.py:181 Connection.send_bytes  1      0.000033  0.000071  0.000071
..nsform_feedback_instanced.py:12 _f  2      0.000004  0.000070  0.000035
..s/numpy/lib/format.py:149 <module>  2      0.000028  0.000070  0.000035
..b/python3.5/enum.py:84 __prepare__  8      0.000038  0.000069  0.000009
..tlocale.py:23 getpreferredencoding  8      0.000040  0.000069  0.000009
..numpy/lib/shape_base.py:1 <module>  1      0.000030  0.000069  0.000069
..mail/_policybase.py:94 _append_doc  6      0.000039  0.000069  0.000012
..L/ARB/multi_draw_indirect.py:12 _f  2      0.000005  0.000069  0.000035
../python3.5/fnmatch.py:74 translate  1      0.000025  0.000069  0.000069
..ython3.5/platform.py:751 _platform  1      0.000028  0.000069  0.000069
..py:1128 ConfigParser._unify_values  14     0.000045  0.000069  0.000005
..core.py:2504 _arraymethod.__init__  9      0.000030  0.000067  0.000007
..onfigParser._join_multiline_values  1      0.000048  0.000067  0.000067
.. _DomainedBinaryOperation.__init__  6      0.000041  0.000067  0.000011
..OpenGL/GLU/glustruct.py:1 <module>  1      0.000014  0.000067  0.000067
..c/Compiler/indenter.py:41 <module>  1      0.000006  0.000066  0.000066
../datetime.py:513 timedelta.__neg__  1      0.000004  0.000065  0.000065
..nfigparser.py:887 ConfigParser.set  2      0.000029  0.000065  0.000033
..numpy/ctypeslib.py:303 prep_simple  12     0.000065  0.000065  0.000005
..:2523 Distribution._reload_version  72     0.000065  0.000065  0.000001
..es/numpy/core/machar.py:7 <module>  1      0.000016  0.000065  0.000065
..numpy/compat/_inspect.py:43 iscode  31     0.000048  0.000065  0.000002
..5/zipfile.py:1068 ZipFile.__exit__  2      0.000015  0.000065  0.000032
..gs.py:361 catch_warnings.__enter__  2      0.000057  0.000065  0.000032
..mpy/lib/arrayterator.py:9 <module>  1      0.000016  0.000064  0.000064
..b/python3.5/fnmatch.py:11 <module>  1      0.000020  0.000064  0.000064
..n3.5/subprocess.py:1463 <listcomp>  2      0.000017  0.000063  0.000032
..umpy/lib/twodim_base.py:3 <module>  1      0.000029  0.000063  0.000063
..gment_layer_viewport.py:1 <module>  1      0.000037  0.000062  0.000062
..or/six.py:126 _MovedItems.__init__  12     0.000062  0.000062  0.000005
..3.5/unittest/signals.py:1 <module>  1      0.000023  0.000061  0.000061
..__.py:1056 _StderrHandler.__init__  1      0.000007  0.000061  0.000061
..y/core/function_base.py:1 <module>  1      0.000019  0.000061  0.000061
..ib/python3.5/functools.py:73 wraps  20     0.000061  0.000061  0.000003
..RB/shader_image_size.py:1 <module>  1      0.000036  0.000060  0.000060
..3.5/os.py:686 _Environ.__setitem__  3      0.000018  0.000060  0.000020
..rocessing/context.py:254 <genexpr>  37     0.000046  0.000060  0.000002
..ib/python3.5/numbers.py:32 Complex  1      0.000038  0.000060  0.000060
..L/_opaque.py:21 opaque_pointer_cls  1      0.000059  0.000059  0.000059
..ces/__init__.py:217 _declare_state  4      0.000033  0.000059  0.000015
..ing_language_packing.py:1 <module>  1      0.000036  0.000058  0.000058
..penGL/converters.py:305 <listcomp>  6      0.000019  0.000058  0.000010
..Pig/UI/MainWindow.py:33 MainWindow  3      0.000033  0.000058  0.000019
..rocessing/popen_fork.py:1 <module>  2      0.000023  0.000057  0.000029
.._.py:1591 DefaultProvider.__init__  2      0.000016  0.000056  0.000028
..on3.5/calendar.py:376 HTMLCalendar  3      0.000039  0.000056  0.000019
..py:322 glShaderSource.setCResolver  2      0.000026  0.000055  0.000028
..on3.5/unittest/case.py:43 _Outcome  1      0.000008  0.000055  0.000055
../python3.5/enum.py:254 __getattr__  7      0.000020  0.000055  0.000008
../python3.5/weakref.py:101 __init__  2      0.000039  0.000054  0.000027
..n3.5/zipfile.py:534 LZMACompressor  3      0.000048  0.000054  0.000018
..er.py:870 ConfigParser.optionxform  23     0.000038  0.000053  0.000002
..ing/__init__.py:742 _addHandlerRef  3      0.000028  0.000053  0.000018
..B/conservative_depth.py:1 <module>  1      0.000031  0.000053  0.000053
..nomial/_polybase.py:19 ABCPolyBase  1      0.000038  0.000052  0.000052
..n3.5/zipfile.py:1595 ZipFile.close  4      0.000016  0.000052  0.000013
..kages/OpenGL/lazywrapper.py:8 lazy  46     0.000052  0.000052  0.000001
..3.5/ctypes/__init__.py:192 c_float  2      0.000048  0.000052  0.000026
..python3.5/socket.py:465 socketpair  1      0.000027  0.000051  0.000051
../python3.5/datetime.py:671 __new__  2      0.000012  0.000050  0.000025
..py/lib/stride_tricks.py:7 <module>  1      0.000011  0.000050  0.000050
..s/numpy/lib/utils.py:117 deprecate  2      0.000021  0.000049  0.000025
..ib/python3.5/signal.py:17 <lambda>  74     0.000049  0.000049  0.000001
../python3.5/numbers.py:294 Integral  1      0.000030  0.000048  0.000048
...5/socket.py:120 _GiveupOnSendfile  2      0.000029  0.000048  0.000024
..rters.py:42 StringLengths.finalise  1      0.000017  0.000048  0.000048
..ib/python3.5/signal.py:22 <lambda>  75     0.000048  0.000048  0.000001
..s/OpenGL/lazywrapper.py:1 <module>  1      0.000010  0.000047  0.000047
...py:114 ShaderProgram.check_linked  1      0.000040  0.000047  0.000047
..py/lib/nanfunctions.py:19 <module>  1      0.000019  0.000046  0.000046
..GL/arrays/ctypesarrays.py:69 types  9      0.000031  0.000046  0.000005
..4/uic/Compiler/misc.py:41 <module>  2      0.000010  0.000046  0.000023
..ic/Compiler/qtproxies.py:246 QIcon  1      0.000003  0.000046  0.000046
..ARB/internalformat_query2.py:12 _f  1      0.000003  0.000045  0.000045
../lib/python3.5/numbers.py:147 Real  1      0.000027  0.000044  0.000044
..ing/specifiers.py:31 BaseSpecifier  1      0.000032  0.000044  0.000044
..RB/shader_atomic_counters.py:12 _f  1      0.000003  0.000044  0.000044
..et.py:20 _IterationGuard.__enter__  11     0.000034  0.000044  0.000004
../lib/python3.5/enum.py:550 IntEnum  1      0.000009  0.000044  0.000044
../ARB/texture_buffer_range.py:12 _f  1      0.000003  0.000044  0.000044
..n3.5/argparse.py:144 HelpFormatter  1      0.000013  0.000043  0.000043
..on3.5/zipfile.py:191 _EndRecData64  2      0.000018  0.000043  0.000022
..ARB/texture_buffer_object.py:12 _f  1      0.000003  0.000043  0.000043
..ing/process.py:71 Process.__init__  1      0.000024  0.000043  0.000043
...5/calendar.py:47 _localized_month  1      0.000013  0.000043  0.000043
..process.py:1007 Popen._get_devnull  4      0.000016  0.000042  0.000011
..ges/OpenGL/constants.py:1 <module>  1      0.000033  0.000042  0.000042
..efaultProvider.get_resource_stream  1      0.000005  0.000042  0.000042
..ompiler/qtproxies.py:367 QListView  2      0.000016  0.000042  0.000021
..:1604 DefaultProvider.has_resource  1      0.000006  0.000041  0.000041
..t__.py:675 _StderrHandler.__init__  23     0.000041  0.000041  0.000002
..penGL/GL/shaders.py:222 <listcomp>  2      0.000021  0.000041  0.000020
..ib.py:98 __get_openssl_constructor  7      0.000026  0.000041  0.000006
..der_storage_buffer_object.py:12 _f  1      0.000003  0.000040  0.000040
...py:1828 EggMetadata._zipinfo_name  6      0.000027  0.000040  0.000007
..ib/_iotools.py:473 StringConverter  1      0.000027  0.000040  0.000040
..nctools.py:422 decorating_function  1      0.000005  0.000039  0.000039
..kages/PIL/ImageMode.py:17 <module>  1      0.000004  0.000038  0.000038
..tion.py:37 ForkingPickler.__init__  1      0.000030  0.000038  0.000038
..a/core.py:2510 _arraymethod.getdoc  9      0.000029  0.000038  0.000004
..enGL/platform/glx.py:6 GLXPlatform  2      0.000026  0.000038  0.000019
...5/ctypes/__init__.py:196 c_double  2      0.000032  0.000038  0.000019
../ARB/internalformat_query.py:12 _f  1      0.000003  0.000037  0.000037
..5/configparser.py:295 ParsingError  2      0.000025  0.000037  0.000019
..ler/proxy_metaclass.py:41 <module>  1      0.000006  0.000037  0.000037
..L/raw/GL/ARB/texture_view.py:12 _f  1      0.000003  0.000037  0.000037
..rser.py:1248 SectionProxy.__iter__  2      0.000007  0.000037  0.000018
..argparse.py:1046 _SubParsersAction  1      0.000006  0.000037  0.000037
..email/_policybase.py:104 <genexpr>  10     0.000023  0.000036  0.000004
..5/zipfile.py:1713 ZipFile._fpclose  2      0.000009  0.000036  0.000018
..hreading.py:213 Condition.__init__  3      0.000036  0.000036  0.000012
..nGL/raw/GL/ARB/copy_image.py:12 _f  1      0.000003  0.000035  0.000035
...5/subprocess.py:997 Popen.__del__  3      0.000027  0.000035  0.000012
..re/getlimits.py:245 iinfo.__init__  5      0.000035  0.000035  0.000007
..hon3.5/sre_parse.py:473 <listcomp>  3      0.000015  0.000034  0.000011
..sing/context.py:214 DefaultContext  2      0.000029  0.000034  0.000017
..lib/python3.5/base64.py:3 <module>  1      0.000025  0.000034  0.000034
..ges/numpy/fft/helper.py:4 <module>  1      0.000013  0.000034  0.000034
..cessing/synchronize.py:372 Barrier  3      0.000021  0.000034  0.000011
..tion.py:390 Connection._send_bytes  1      0.000013  0.000034  0.000034
../numpy/lib/ufunclike.py:5 <module>  3      0.000014  0.000033  0.000011
..ConfigParser._validate_value_types  4      0.000023  0.000033  0.000008
..ython3.5/calendar.py:49 <listcomp>  2      0.000033  0.000033  0.000017
../numpy/core/numeric.py:2478 seterr  2      0.000016  0.000033  0.000017
..lib/python3.5/copyreg.py:12 pickle  4      0.000020  0.000033  0.000008
..3.5/os.py:692 _Environ.__delitem__  2      0.000012  0.000033  0.000016
..y:448 ImageInputConverter.finalise  1      0.000009  0.000033  0.000033
..ces/_vendor/six.py:103 MovedModule  6      0.000023  0.000032  0.000005
..ib/python3.5/enum.py:99 <dictcomp>  8      0.000032  0.000032  0.000004
..e-packages/PIL/_util.py:1 <module>  1      0.000006  0.000032  0.000032
..ocess.py:298 _MainProcess.__init__  1      0.000013  0.000032  0.000032
../python3.5/tarfile.py:1380 TarFile  2      0.000032  0.000032  0.000016
..numpy/lib/financial.py:10 <module>  1      0.000012  0.000032  0.000032
...5/threading.py:496 Event.__init__  1      0.000014  0.000031  0.000031
..s/numpy/lib/arraypad.py:5 <module>  1      0.000012  0.000031  0.000031
../OpenGL/_configflags.py:1 <module>  1      0.000006  0.000031  0.000031
..kages/OpenGL/images.py:42 <module>  1      0.000016  0.000031  0.000031
..n3.5/enum.py:47 _EnumDict.__init__  8      0.000031  0.000031  0.000004
..__init__.py:462 Formatter.__init__  3      0.000024  0.000031  0.000010
..5 _SixMetaPathImporter.load_module  3      0.000022  0.000030  0.000010
..six.py:469 Module_six_moves_urllib  2      0.000019  0.000030  0.000015
..ib/python3.5/glob.py:133 has_magic  3      0.000013  0.000030  0.000010
..rser.py:1251 SectionProxy._options  2      0.000008  0.000030  0.000015
..mpy/lib/arraysetops.py:26 <module>  1      0.000010  0.000029  0.000029
../lib/python3.5/os.py:44 <listcomp>  1      0.000029  0.000029  0.000029
..ages/pygame/sysfont.py:21 <module>  1      0.000021  0.000029  0.000029
..:396 BasicInterpolation.before_set  2      0.000018  0.000028  0.000014
..numeric.py:2869 errstate.__enter__  1      0.000007  0.000028  0.000028
..5/zipfile.py:1163 ZipFile.namelist  2      0.000009  0.000028  0.000014
..n3.5/email/iterators.py:5 <module>  2      0.000017  0.000028  0.000014
..init__.py:855 ChainMap.__getitem__  14     0.000028  0.000028  0.000002
.._init__.py:1086 PlaceHolder.append  19     0.000027  0.000027  0.000001
..elpers.py:173 arraySizeOfFirstType  18     0.000027  0.000027  0.000001
..b/python3.5/weakref.py:305 __new__  8      0.000019  0.000027  0.000003
..ython3.5/ctypes/util.py:1 <module>  3      0.000021  0.000027  0.000009
..n/lib/python3.5/os.py:822 fsdecode  2      0.000018  0.000026  0.000013
..thon3.5/pprint.py:98 PrettyPrinter  1      0.000026  0.000026  0.000026
..krefset.py:70 WeakSet.__contains__  14     0.000026  0.000026  0.000002
..on3.5/email/encoders.py:5 <module>  1      0.000013  0.000026  0.000026
..six.py:159 MovedAttribute._resolve  2      0.000009  0.000026  0.000013
..es/numpy/compat/py3k.py:4 <module>  1      0.000019  0.000025  0.000025
..lib/python3.5/socket.py:123 socket  7      0.000024  0.000025  0.000004
..te-packages/PIL/Image.py:477 Image  1      0.000025  0.000025  0.000025
..ore/defchararray.py:1669 chararray  1      0.000025  0.000025  0.000025
..09 _SixMetaPathImporter.is_package  3      0.000017  0.000025  0.000008
..ib/utils.py:73 _Deprecate.__call__  2      0.000019  0.000025  0.000012
..rces/__init__.py:2490 Distribution  1      0.000025  0.000025  0.000025
..ing/specifiers.py:599 SpecifierSet  2      0.000022  0.000024  0.000012
<string>:5 usage                      5      0.000024  0.000024  0.000005
..ckages/pygame/compat.py:2 <module>  1      0.000016  0.000024  0.000024
..n3.5/email/message.py:946 MIMEPart  9      0.000024  0.000024  0.000003
..init__.py:1548 RootLogger.__init__  1      0.000010  0.000023  0.000023
../__init__.py:845 ChainMap.__init__  14     0.000023  0.000023  0.000002
..b._bootstrap>:745 type.exec_module  3      0.000011  0.000023  0.000008
..on3.5/selectors.py:70 BaseSelector  5      0.000016  0.000023  0.000005
..rs.py:298 StringLengths.totalCount  6      0.000017  0.000023  0.000004
.._.py:790 _StderrHandler.createLock  3      0.000016  0.000023  0.000008
..mial/polynomial.py:1493 Polynomial  1      0.000009  0.000023  0.000023
..penGL/converters.py:295 <listcomp>  6      0.000017  0.000023  0.000004
../site-packages/PIL/Image.py:442 _E  3      0.000022  0.000022  0.000007
..ineaPig/Core/Command.py:1 <module>  1      0.000009  0.000022  0.000022
..b/python3.5/zipfile.py:961 ZipFile  1      0.000019  0.000022  0.000022
../subprocess.py:371 SubprocessError  2      0.000016  0.000022  0.000011
..1 _SixMetaPathImporter._get_module  10     0.000021  0.000021  0.000002
..parser.py:669 ConfigParser.options  2      0.000013  0.000021  0.000011
